info/authors/author/0/_pid,info/authors/author/0/__text,info/authors/author/1/_pid,info/authors/author/1/__text,info/authors/author/2/_pid,info/authors/author/2/__text,info/title,info/venue,info/pages,info/year,info/type,info/access,info/key,info/ee,info/url,url,_score,_id,info/authors/author/3/_pid,info/authors/author/3/__text,info/authors/author/4/_pid,info/authors/author/4/__text,info/authors/author/5/_pid,info/authors/author/5/__text,info/authors/author/6/_pid,info/authors/author/6/__text,info/authors/author/7/_pid,info/authors/author/7/__text,info/authors/author/8/_pid,info/authors/author/8/__text,info/authors/author/9/_pid,info/authors/author/9/__text,info/authors/author/10/_pid,info/authors/author/10/__text,info/authors/author/11/_pid,info/authors/author/11/__text,info/authors/author/12/_pid,info/authors/author/12/__text,info/authors/author/13/_pid,info/authors/author/13/__text,info/authors/author/14/_pid,info/authors/author/14/__text,info/authors/author/15/_pid,info/authors/author/15/__text,info/authors/author/16/_pid,info/authors/author/16/__text,info/authors/author/17/_pid,info/authors/author/17/__text,info/authors/author/18/_pid,info/authors/author/18/__text,info/authors/author/19/_pid,info/authors/author/19/__text
20/5094-3,Kai Guo 0003,178/7315,Kaixiong Zhou,24/7536,Xia Hu,Orthogonal Graph Neural Networks.,AAAI,3996-4004,2022,Conference and Workshop Papers,closed,conf/aaai/0003ZHL0W22,https://ojs.aaai.org/index.php/AAAI/article/view/20316,https://dblp.org/rec/conf/aaai/0003ZHL0W22,URL#305091,1,305091,34/2997,Yu Li,02/5438,Yi Chang 0001,10/5630,Xin Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82/9605-4,Chih-Chun Yang 0004,300/5836,Wan-Cyuan Fan,51/8564,Cheng-Fu Yang,Cross-Modal Mutual Learning for Audio-Visual Speech Recognition and Manipulation.,AAAI,3036-3044,2022,Conference and Workshop Papers,closed,conf/aaai/0004FYW22,https://ojs.aaai.org/index.php/AAAI/article/view/20210,https://dblp.org/rec/conf/aaai/0004FYW22,URL#305092,1,305092,30/1690,Yu-Chiang Frank Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44/3505-4,Fang Yu 0004,10/4151,Kun Huang,93/6765,Meng Wang,Width & Depth Pruning for Vision Transformers.,AAAI,3143-3151,2022,Conference and Workshop Papers,closed,conf/aaai/0004HWCCC22,https://ojs.aaai.org/index.php/AAAI/article/view/20222,https://dblp.org/rec/conf/aaai/0004HWCCC22,URL#305093,1,305093,15/5135,Yuan Cheng,55/5559,Wei Chu,51/5556,Li Cui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45/5842-4,Xiang Lan 0004,302/4205,Dianwen Ng,146/8262,Shenda Hong,Intra-Inter Subject Self-Supervised Learning for Multivariate Cardiac Signals.,AAAI,4532-4540,2022,Conference and Workshop Papers,closed,conf/aaai/0004NHF22,https://ojs.aaai.org/index.php/AAAI/article/view/20376,https://dblp.org/rec/conf/aaai/0004NHF22,URL#305094,1,305094,31/7025,Mengling Feng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/6547-4,Ling Sun 0004,73/4103,Yuan Rao,31/7816,Xiangbo Zhang,MS-HGAT: Memory-Enhanced Sequential Hypergraph Attention Network for Information Diffusion Prediction.,AAAI,4156-4164,2022,Conference and Workshop Papers,closed,conf/aaai/0004RZLY22,https://ojs.aaai.org/index.php/AAAI/article/view/20334,https://dblp.org/rec/conf/aaai/0004RZLY22,URL#305095,1,305095,293/6662,Yuqian Lan,59/499,Shuanghe Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l/YimingLi-4,Yiming Li 0004,308/5948,Linghui Zhu,57/5656,Xiaojun Jia,Defending against Model Stealing via Verifying Embedded External Features.,AAAI,1464-1472,2022,Conference and Workshop Papers,closed,conf/aaai/0004ZJ0XC22,https://ojs.aaai.org/index.php/AAAI/article/view/20036,https://dblp.org/rec/conf/aaai/0004ZJ0XC22,URL#305096,1,305096,74/1552-1,Yong Jiang 0001,34/3173,Shu-Tao Xia,39/3695,Xiaochun Cao,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136/9554-4,Zeyu Sun 0004,98/5684,Wenjie Zhang,127/0779,Lili Mou,Generalized Equivariance and Preferential Labeling for GNN Node Classification.,AAAI,8395-8403,2022,Conference and Workshop Papers,closed,conf/aaai/0004ZMZ0022,https://ojs.aaai.org/index.php/AAAI/article/view/20815,https://dblp.org/rec/conf/aaai/0004ZMZ0022,URL#305097,1,305097,167/2272,Qihao Zhu,82/2673,Yingfei Xiong 0001,z/LuZhang1,Lu Zhang 0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42/4110-5,Wenyu Liu 0005,181/7469,Gaofeng Ren,210/2646,Runsheng Yu,Image-Adaptive YOLO for Object Detection in Adverse Weather Conditions.,AAAI,1792-1800,2022,Conference and Workshop Papers,closed,conf/aaai/0005RYGZ022,https://ojs.aaai.org/index.php/AAAI/article/view/20072,https://dblp.org/rec/conf/aaai/0005RYGZ022,URL#305098,1,305098,208/4282,Shi Guo,10/4016,Jianke Zhu,64/5666-6,Lei Zhang 0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51/4558-5,Peng Han 0005,84/8411,Peilin Zhao,229/1222,Chan Lu,GNN-Retro: Retrosynthetic Planning with Graph Neural Networks.,AAAI,4014-4021,2022,Conference and Workshop Papers,closed,conf/aaai/0005ZLHWSY022,https://ojs.aaai.org/index.php/AAAI/article/view/20318,https://dblp.org/rec/conf/aaai/0005ZLHWSY022,URL#305099,1,305099,22/1170,Junzhou Huang,119/6799-1,Jiaxiang Wu 0001,29/8750,Shuo Shang,86/508-2,Bin Yao 0002,74/1890-1,Xiangliang Zhang 0001,,,,,,,,,,,,,,,,,,,,,,,,
90/5130-6,Weijie Liu 0006,66/5293,Hui Qian 0001,94/3019-29,Chao Zhang 0029,From One to All: Learning to Match Heterogeneous and Partially Overlapped Graphs.,AAAI,4109-4119,2022,Conference and Workshop Papers,closed,conf/aaai/00060Z0SZ22,https://ojs.aaai.org/index.php/AAAI/article/view/20329,https://dblp.org/rec/conf/aaai/00060Z0SZ22,URL#305100,1,305100,217/4325-1,Jiahao Xie 0001,165/3377,Zebang Shen,16/5702,Nenggan Zheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/7962-6,Abhishek Banerjee 0006,220/7744,Uttaran Bhattacharya,93/11476,Aniket Bera,Learning Unseen Emotions from Gestures via Semantically-Conditioned Zero-Shot Perception with Adversarial Autoencoders.,AAAI,3-10,2022,Conference and Workshop Papers,closed,conf/aaai/0006BB22,https://ojs.aaai.org/index.php/AAAI/article/view/19873,https://dblp.org/rec/conf/aaai/0006BB22,URL#305101,1,305101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55/826-6,Heng Zhang 0006,135/5213,Guifei Jiang,,,Characterizing the Program Expressive Power of Existential Rule Languages.,AAAI,5950-5957,2022,Conference and Workshop Papers,closed,conf/aaai/0006J22,https://ojs.aaai.org/index.php/AAAI/article/view/20540,https://dblp.org/rec/conf/aaai/0006J22,URL#305102,1,305102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/1781-6,Lu Yu 0006,168/9433,Shichao Pei,189/1432-1,Lizhong Ding 0001,SAIL: Self-Augmented Graph Contrastive Learning.,AAAI,8927-8935,2022,Conference and Workshop Papers,closed,conf/aaai/0006P00LZ022,https://ojs.aaai.org/index.php/AAAI/article/view/20875,https://dblp.org/rec/conf/aaai/0006P00LZ022,URL#305103,1,305103,99/3847-11,Jun Zhou 0011,139/8073,Longfei Li,133/8537,Chuxu Zhang,74/1890-1,Xiangliang Zhang 0001,,,,,,,,,,,,,,,,,,,,,,,,,,
49/595-10,Shuo Li 0010,67/5807-1,Fang Liu 0001,40/3714,Licheng Jiao,Self-Training Multi-Sequence Learning with Transformer for Weakly Supervised Video Anomaly Detection.,AAAI,1395-1403,2022,Conference and Workshop Papers,closed,conf/aaai/00070J22,https://ojs.aaai.org/index.php/AAAI/article/view/20028,https://dblp.org/rec/conf/aaai/00070J22,URL#305104,1,305104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95/3243-7,Jing Liang 0007,02/3166-2,Li Niu 0002,320/7785,Penghao Wu,Inharmonious Region Localization by Magnifying Domain Discrepancy.,AAAI,1574-1582,2022,Conference and Workshop Papers,closed,conf/aaai/00070WGL22,https://ojs.aaai.org/index.php/AAAI/article/view/20048,https://dblp.org/rec/conf/aaai/00070WGL22,URL#305105,1,305105,74/9103,Fengjun Guo,16/4996,Teng Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65/4699-7,Jingjing Li 0007,95/147-3,Zichao Li 0003,136/7923,Tao Ge,Text Revision By On-the-Fly Representation Optimization.,AAAI,10956-10964,2022,Conference and Workshop Papers,closed,conf/aaai/0007LGKL22,https://ojs.aaai.org/index.php/AAAI/article/view/21343,https://dblp.org/rec/conf/aaai/0007LGKL22,URL#305106,1,305106,k/IrwinKing,Irwin King,l/MichaelRLyu,Michael R. Lyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/563-7,Jian Gao 0007,279/3939,Zhenghang Xu,169/9860,Ruizhi Li,An Exact Algorithm with New Upper Bounds for the Maximum k-Defective Clique Problem in Massive Sparse Graphs.,AAAI,10174-10183,2022,Conference and Workshop Papers,closed,conf/aaai/0007XLY22,https://ojs.aaai.org/index.php/AAAI/article/view/21257,https://dblp.org/rec/conf/aaai/0007XLY22,URL#305107,1,305107,13/3656,Minghao Yin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85/2168-8,Li Xu 0008,96/3183-2,Gang He 0002,77/8116,Jinjia Zhou,Transcoded Video Restoration by Temporal Spatial Auxiliary Network.,AAAI,2875-2883,2022,Conference and Workshop Papers,closed,conf/aaai/00080ZLXLT22,https://ojs.aaai.org/index.php/AAAI/article/view/20192,https://dblp.org/rec/conf/aaai/00080ZLXLT22,URL#305108,1,305108,61/5501-1,Jie Lei 0001,150/3937,Weiying Xie,87/5840,Yunsong Li,40/566,Yu-Wing Tai,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1735-8,Yuan He 0008,56/8110,Jiaoyan Chen,275/8253,Denvar Antonyrajah,BERTMap: A BERT-Based Ontology Alignment System.,AAAI,5684-5691,2022,Conference and Workshop Papers,closed,conf/aaai/0008CA022,https://ojs.aaai.org/index.php/AAAI/article/view/20510,https://dblp.org/rec/conf/aaai/0008CA022,URL#305109,1,305109,h/IanHorrocks,Ian Horrocks 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/8180,Xuzhi Wang,20/3191,Di Lin,30/1933,Liang Wan,FFNet: Frequency Fusion Network for Semantic Scene Completion.,AAAI,2550-2557,2022,Conference and Workshop Papers,closed,conf/aaai/0008LW22,https://ojs.aaai.org/index.php/AAAI/article/view/20156,https://dblp.org/rec/conf/aaai/0008LW22,URL#305110,1,305110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/110-8,Dong Liang 0008,92/5001,Ling Li,72/10499,Mingqiang Wei,Semantically Contrastive Learning for Low-Light Image Enhancement.,AAAI,1555-1563,2022,Conference and Workshop Papers,closed,conf/aaai/0008LWYZYD022,https://ojs.aaai.org/index.php/AAAI/article/view/20046,https://dblp.org/rec/conf/aaai/0008LWYZYD022,URL#305111,1,305111,78/1102,Shuo Yang,54/4596,Liyan Zhang,156/2359,Wenhan Yang,89/2648,Yun Du,36/1648,Huiyu Zhou 0001,,,,,,,,,,,,,,,,,,,,,,,,
59/1856-2,Pei Huang 0002,25/3635-2,Yuting Yang 0002,305/0579,Fuqi Jia,Word Level Robustness Enhancement: Fight Perturbation with Perturbation.,AAAI,10785-10793,2022,Conference and Workshop Papers,closed,conf/aaai/0010YJ0MZ22,https://ojs.aaai.org/index.php/AAAI/article/view/21324,https://dblp.org/rec/conf/aaai/0010YJ0MZ22,URL#305112,1,305112,119/3234-1,Minghao Liu 0001,59/556,Feifei Ma,07/314-1,Jian Zhang 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42/469-13,Rui Liu 0013,45/2495,Barzan Mozafari,,,Transformer with Memory Replay.,AAAI,7567-7575,2022,Conference and Workshop Papers,closed,conf/aaai/0013M22,https://ojs.aaai.org/index.php/AAAI/article/view/20722,https://dblp.org/rec/conf/aaai/0013M22,URL#305113,1,305113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309/5892,Zhipeng Huang 0014,12/8228,Jiawei Liu,14/1395-3,Liang Li 0003,Modality-Adaptive Mixup and Invariant Decomposition for RGB-Infrared Person Re-identification.,AAAI,1034-1042,2022,Conference and Workshop Papers,closed,conf/aaai/0014LLZZ22,https://ojs.aaai.org/index.php/AAAI/article/view/19987,https://dblp.org/rec/conf/aaai/0014LLZZ22,URL#305114,1,305114,228/1362,Kecheng Zheng,23/1818,Zheng-Jun Zha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/2771-18,Cong Wang 0018,06/10816,Jinshan Pan,98/2898,Xiao-Ming Wu,Online-Updated High-Order Collaborative Networks for Single Image Deraining.,AAAI,2406-2413,2022,Conference and Workshop Papers,closed,conf/aaai/0018PW22,https://ojs.aaai.org/index.php/AAAI/article/view/20140,https://dblp.org/rec/conf/aaai/0018PW22,URL#305115,1,305115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/4105-18,Wei Wei 0018,116/1506,Yujia Zhang,80/6535,Jiye Liang,Controlling Underestimation Bias in Reinforcement Learning via Quasi-median Operation.,AAAI,8621-8628,2022,Conference and Workshop Papers,closed,conf/aaai/0018ZLLL22,https://ojs.aaai.org/index.php/AAAI/article/view/20840,https://dblp.org/rec/conf/aaai/0018ZLLL22,URL#305116,1,305116,73/2252,Lin Li,324/0625,Yyuze Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90/5064-19,Jie Hu 0019,192/7620,Ziheng Wu,226/3360,Vince Tan,Elastic-Link for Binarized Neural Networks.,AAAI,942-950,2022,Conference and Workshop Papers,closed,conf/aaai/0019WTLZW22,https://ojs.aaai.org/index.php/AAAI/article/view/19977,https://dblp.org/rec/conf/aaai/0019WTLZW22,URL#305117,1,305117,32/1091,Zhilin Lu,309/6409,Mengze Zeng,20/6592,Enhua Wu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/3894-20,Jun Wu 0020,13/3656,Minghao Yin,,,A Hybrid Evolutionary Algorithm for the Diversified Top-k Weight Clique Search Problem (Student Abstract).,AAAI,13083-13084,2022,Conference and Workshop Papers,closed,conf/aaai/0020Y22,https://ojs.aaai.org/index.php/AAAI/article/view/21678,https://dblp.org/rec/conf/aaai/0020Y22,URL#305118,1,305118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47/6529-21,Ke Chen 0021,220/3082,Xingjian Du,88/8693,Bilei Zhu,Zero-Shot Audio Source Separation through Query-Based Learning from Weakly-Labeled Data.,AAAI,4441-4449,2022,Conference and Workshop Papers,closed,conf/aaai/0021DZMBD22,https://ojs.aaai.org/index.php/AAAI/article/view/20366,https://dblp.org/rec/conf/aaai/0021DZMBD22,URL#305119,1,305119,18/10648,Zejun Ma,22/8160,Taylor Berg-Kirkpatrick,89/4032,Shlomo Dubnov,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164/3294-21,Chen Li 0021,68/3642,Xiaoguang Yu,91/8381,Shuangyong Song,SimCTC: A Simple Contrast Learning Method of Text Clustering (Student Abstract).,AAAI,12997-12998,2022,Conference and Workshop Papers,closed,conf/aaai/0021YSWZH22,https://ojs.aaai.org/index.php/AAAI/article/view/21635,https://dblp.org/rec/conf/aaai/0021YSWZH22,URL#305120,1,305120,58/6299,Jia Wang,37/8160,Bo Zou,03/3923-1,Xiaodong He 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66/190-28,Chao Li 0028,205/8747,Kelu Yao,92/1375,Jin Wang,Interpretable Generative Adversarial Networks.,AAAI,1280-1288,2022,Conference and Workshop Papers,closed,conf/aaai/0028YWDXZ22,https://ojs.aaai.org/index.php/AAAI/article/view/20015,https://dblp.org/rec/conf/aaai/0028YWDXZ22,URL#305121,1,305121,161/2139,Boyu Diao,55/6835,Yongjun Xu,46/7793,Quanshi Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78/6727-30,Zhen Wang 0030,74/7037-14,Liu Liu 0014,248/5526,Yiqun Duan,Continual Learning through Retrieval and Imagination.,AAAI,8594-8602,2022,Conference and Workshop Papers,closed,conf/aaai/00300DT22,https://ojs.aaai.org/index.php/AAAI/article/view/20837,https://dblp.org/rec/conf/aaai/00300DT22,URL#305122,1,305122,46/3391,Dacheng Tao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59/871-33,Yi Li 0033,02/5438-2,Yi Chang 0002,251/0481,Changfeng Yu,Close the Loop: A Unified Bottom-Up and Top-Down Paradigm for Joint Image Deraining and Segmentation.,AAAI,1438-1446,2022,Conference and Workshop Papers,closed,conf/aaai/00330YY22,https://ojs.aaai.org/index.php/AAAI/article/view/20033,https://dblp.org/rec/conf/aaai/00330YY22,URL#305123,1,305123,81/9161,Luxin Yan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78/2022-40,Kai Wang 0040,139/3530,Lily Xu,151/3622,Andrew Perrault,Coordinating Followers to Reach Better Equilibria: End-to-End Gradient Descent for Stackelberg Games.,AAAI,5219-5227,2022,Conference and Workshop Papers,closed,conf/aaai/0040XPRT22,https://ojs.aaai.org/index.php/AAAI/article/view/20457,https://dblp.org/rec/conf/aaai/0040XPRT22,URL#305124,1,305124,r/MichaelKReiter,Michael K. Reiter,67/2667,Milind Tambe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55/2270-79,Hao Zhang 0079,52/6744,Shuigeng Zhou,96/3115-1,Kun Zhang 0001,Residual Similarity Based Conditional Independence Test and Its Application in Causal Discovery.,AAAI,5942-5949,2022,Conference and Workshop Papers,closed,conf/aaai/0079Z0G22,https://ojs.aaai.org/index.php/AAAI/article/view/20539,https://dblp.org/rec/conf/aaai/0079Z0G22,URL#305125,1,305125,89/2685,Jihong Guan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51/3710-212,Yang Liu 0212,229/4199,Tu Zheng,09/4756,Jie Song,DMN4: Few-Shot Learning via Discriminative Mutual Nearest Neighbor Neural Network.,AAAI,1828-1836,2022,Conference and Workshop Papers,closed,conf/aaai/0212ZS0022,https://ojs.aaai.org/index.php/AAAI/article/view/20076,https://dblp.org/rec/conf/aaai/0212ZS0022,URL#305126,1,305126,c/DCai,Deng Cai 0001,h/XiaofeiHe,Xiaofei He 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153/1958,Ibrahim Abdelaziz,08/7028,Julian Dolby,97/90,Jamie P. McCusker,Can Machines Read Coding Manuals Yet? - A Benchmark for Building Better Language Models for Code Understanding.,AAAI,4415-4423,2022,Conference and Workshop Papers,closed,conf/aaai/AbdelazizDMS22,https://ojs.aaai.org/index.php/AAAI/article/view/20363,https://dblp.org/rec/conf/aaai/AbdelazizDMS22,URL#305127,1,305127,39/4444,Kavitha Srinivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159/2755,Mohammad Abdulaziz,311/4891,Lukas Koller,,,Formal Semantics and Formally Verified Validation for Temporal Planning.,AAAI,9635-9643,2022,Conference and Workshop Papers,closed,conf/aaai/AbdulazizK22,https://ojs.aaai.org/index.php/AAAI/article/view/21197,https://dblp.org/rec/conf/aaai/AbdulazizK22,URL#305128,1,305128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277/9482,Marwa Abdulhai,199/2089,Dong-Ki Kim,166/1499,Matthew Riemer,Context-Specific Representation Abstraction for Deep Option Learning.,AAAI,5959-5967,2022,Conference and Workshop Papers,closed,conf/aaai/AbdulhaiKR0TH22,https://ojs.aaai.org/index.php/AAAI/article/view/20541,https://dblp.org/rec/conf/aaai/AbdulhaiKR0TH22,URL#305129,1,305129,60/6348-1,Miao Liu 0001,68/2197,Gerald Tesauro,43/1256,Jonathan P. How,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190/7552,Rediet Abebe,28/9482,Adam Eck,294/1514,Christian Ikeokwu,An Algorithmic Introduction to Savings Circles.,AAAI,4744-4751,2022,Conference and Workshop Papers,closed,conf/aaai/AbebeEIT22,https://ojs.aaai.org/index.php/AAAI/article/view/20400,https://dblp.org/rec/conf/aaai/AbebeEIT22,URL#305130,1,305130,122/6287,Sam Taggart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151/0228,Ahmed Abouzeid,10/5522,Ole-Christoffer Granmo,258/5983,Christian Webersik,Socially Fair Mitigation of Misinformation on Social Networks via Constraint Stochastic Optimization.,AAAI,11801-11809,2022,Conference and Workshop Papers,closed,conf/aaai/AbouzeidGWG22,https://ojs.aaai.org/index.php/AAAI/article/view/21436,https://dblp.org/rec/conf/aaai/AbouzeidGWG22,URL#305131,1,305131,28/7000,Morten Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324/1312,Natalie Abreu,,,,,Efficient Deep Learning for Multi Agent Pathfinding.,AAAI,13122-13123,2022,Conference and Workshop Papers,closed,conf/aaai/Abreu22,https://ojs.aaai.org/index.php/AAAI/article/view/21697,https://dblp.org/rec/conf/aaai/Abreu22,URL#305132,1,305132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228/8279,Oshin Agarwal,,,,,Towards Robust Named Entity Recognition via Temporal Domain Adaptation and Entity Context Understanding.,AAAI,12866-12867,2022,Conference and Workshop Papers,closed,conf/aaai/Agarwal22,https://ojs.aaai.org/index.php/AAAI/article/view/21570,https://dblp.org/rec/conf/aaai/Agarwal22,URL#305133,1,305133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70/4006,Sanchit Agarwal,35/6138,Jan Jezabek,16/5085,Arijit Biswas,Building Goal-Oriented Dialogue Systems with Situated Visual Context.,AAAI,13149-13151,2022,Conference and Workshop Papers,closed,conf/aaai/AgarwalJBBGC22,https://ojs.aaai.org/index.php/AAAI/article/view/21710,https://dblp.org/rec/conf/aaai/AgarwalJBBGC22,URL#305134,1,305134,141/7475,Emre Barut,283/5352,Bill Gao,02/8178,Tagyoung Chung,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a/PankajKAgarwal,Pankaj K. Agarwal,247/6227,Shao-Heng Ko,m/KameshMunagala,Kamesh Munagala,Locally Fair Partitioning.,AAAI,4752-4759,2022,Conference and Workshop Papers,closed,conf/aaai/AgarwalKM022,https://ojs.aaai.org/index.php/AAAI/article/view/20401,https://dblp.org/rec/conf/aaai/AgarwalKM022,URL#305135,1,305135,74/2596-2,Erin Taylor 0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300/0783,Saksham Aggarwal,213/9048,Pawan Kumar Sahu,323/5638,Taneesh Gupta,GPTs at Factify 2022: Prompt Aided Fact-Verification (short paper).,DE-FACTIFY@AAAI,,2022,Conference and Workshop Papers,open,conf/aaai/AggarwalSGD22,https://ceur-ws.org/Vol-3199/paper11.pdf,https://dblp.org/rec/conf/aaai/AggarwalSGD22,URL#305136,1,305136,300/1421,Gyanendra Das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226/6531,Vishakha Agrawal,,,,,Demystifying the Chinese Social Credit System: A Case Study on AI-Powered Control Systems in China.,AAAI,13124-13125,2022,Conference and Workshop Papers,closed,conf/aaai/Agrawal22,https://ojs.aaai.org/index.php/AAAI/article/view/21698,https://dblp.org/rec/conf/aaai/Agrawal22,URL#305137,1,305137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271/6397,Niaz Ahmad,47/6315,Jawad Khan,323/4618,Jeremy Yuhyun Kim,Joint Human Pose Estimation and Instance Segmentation with PosePlusSeg.,AAAI,69-76,2022,Conference and Workshop Papers,closed,conf/aaai/AhmadKKL22,https://ojs.aaai.org/index.php/AAAI/article/view/19880,https://dblp.org/rec/conf/aaai/AhmadKKL22,URL#305138,1,305138,193/0382,Youngmoon Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99/10407,Ola Ahmad,02/3657,Freddy Lécué,,,FisheyeHDK: Hyperbolic Deformable Kernel Learning for Ultra-Wide Field-of-View Image Recognition.,AAAI,5968-5975,2022,Conference and Workshop Papers,closed,conf/aaai/AhmadL22,https://ojs.aaai.org/index.php/AAAI/article/view/20542,https://dblp.org/rec/conf/aaai/AhmadL22,URL#305139,1,305139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188/6144,Kareem Ahmed,75/4601-39,Tao Li 0039,324/1881,Thy Ton,PYLON: A PyTorch Framework for Learning with Constraints.,AAAI,13152-13154,2022,Conference and Workshop Papers,closed,conf/aaai/AhmedLTGCKSB022,https://ojs.aaai.org/index.php/AAAI/article/view/21711,https://dblp.org/rec/conf/aaai/AhmedLTGCKSB022,URL#305140,1,305140,68/955,Quan Guo,18/2428,Kai-Wei Chang,73/3423,Parisa Kordjamshidi,37/44,Vivek Srikumar,96/7521,Guy Van den Broeck,13/3568-1,Sameer Singh 0001,,,,,,,,,,,,,,,,,,,,,,
309/8458,Hansin Ahuja,277/0683,Lynnette Hui Xian Ng,62/8212,Kokil Jaidka,Using Graph-Aware Reinforcement Learning to Identify Winning Strategies in Diplomacy Games (Student Abstract).,AAAI,12899-12900,2022,Conference and Workshop Papers,closed,conf/aaai/AhujaNJ22,https://ojs.aaai.org/index.php/AAAI/article/view/21586,https://dblp.org/rec/conf/aaai/AhujaNJ22,URL#305141,1,305141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158/1837,Abdullah Basar Akbay,59/1232,Junshan Zhang,,,Distributed Learning with Strategic Users: A Repeated Game Approach.,AAAI,5976-5983,2022,Conference and Workshop Papers,closed,conf/aaai/AkbayZ22,https://ojs.aaai.org/index.php/AAAI/article/view/20543,https://dblp.org/rec/conf/aaai/AkbayZ22,URL#305142,1,305142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173/1063,Bita Akram,314/7159,Spencer Yoder,314/7577,Cansu Tatar,Towards an AI-Infused Interdisciplinary Curriculum for Middle-Grade Classrooms.,AAAI,12681-12688,2022,Conference and Workshop Papers,closed,conf/aaai/AkramYTBAJ22,https://ojs.aaai.org/index.php/AAAI/article/view/21544,https://dblp.org/rec/conf/aaai/AkramYTBAJ22,URL#305143,1,305143,324/0954,Sankalp Boorugu,324/1377,Ifeoluwa Aderemi,198/6319,Shiyan Jiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
