info/authors/author/0/_pid,info/authors/author/0/__text,info/authors/author/1/_pid,info/authors/author/1/__text,info/authors/author/2/_pid,info/authors/author/2/__text,info/title,info/venue,info/pages,info/year,info/type,info/access,info/key,info/ee,info/url,url,_score,_id,info/authors/author/3/_pid,info/authors/author/3/__text,info/authors/author/4/_pid,info/authors/author/4/__text,info/authors/author/5/_pid,info/authors/author/5/__text,info/authors/author/6/_pid,info/authors/author/6/__text,info/authors/author/7/_pid,info/authors/author/7/__text,info/authors/author/8/_pid,info/authors/author/8/__text,info/authors/author/9/_pid,info/authors/author/9/__text,info/authors/author/10/_pid,info/authors/author/10/__text,info/authors/author/11/_pid,info/authors/author/11/__text,info/authors/author/12/_pid,info/authors/author/12/__text,info/authors/author/13/_pid,info/authors/author/13/__text,info/authors/author/14/_pid,info/authors/author/14/__text,info/authors/author/15/_pid,info/authors/author/15/__text,info/authors/author/16/_pid,info/authors/author/16/__text,info/authors/author/17/_pid,info/authors/author/17/__text,info/authors/author/18/_pid,info/authors/author/18/__text,info/authors/author/19/_pid,info/authors/author/19/__text
127/2830,Diyang Li,29/1758-1,Bin Gu 0001,,,Chunk Dynamic Updating for Group Lasso with ODEs.,AAAI,7408-7416,2022,Conference and Workshop Papers,closed,conf/aaai/LiG22,https://ojs.aaai.org/index.php/AAAI/article/view/20704,https://dblp.org/rec/conf/aaai/LiG22,URL#305844,1,305844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43/9755,Jiquan Li,209/9674,Junliang Guo,27/3343,Yongxin Zhu,Sequence-to-Action: Grammatical Error Correction with Action Guided Sequence Generation.,AAAI,10974-10982,2022,Conference and Workshop Papers,closed,conf/aaai/LiGZSJRX22,https://ojs.aaai.org/index.php/AAAI/article/view/21345,https://dblp.org/rec/conf/aaai/LiGZSJRX22,URL#305845,1,305845,02/3397,Xin Sheng,259/2591,Deqiang Jiang,07/1796-2,Bo Ren 0002,66/1240,Linli Xu,,,,,,,,,,,,,,,,,,,,,,,,,,
98/6118,Dongfang Li,155/1902,Baotian Hu,15/1052,Qingcai Chen,Unifying Model Explainability and Robustness for Joint Text Classification and Rationale Extraction.,AAAI,10947-10955,2022,Conference and Workshop Papers,closed,conf/aaai/LiHCXTZ22,https://ojs.aaai.org/index.php/AAAI/article/view/21342,https://dblp.org/rec/conf/aaai/LiHCXTZ22,URL#305846,1,305846,309/7404,Tujie Xu,289/0919,Jingcong Tao,194/9832,Yunan Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43/6294,Shuang Li,139/3998,Qiuwei Li,,,Local and Global Convergence of General Burer-Monteiro Tensor Optimizations.,AAAI,10266-10274,2022,Conference and Workshop Papers,closed,conf/aaai/LiL22,https://ojs.aaai.org/index.php/AAAI/article/view/21267,https://dblp.org/rec/conf/aaai/LiL22,URL#305847,1,305847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/8669,Xiaoting Li,82/1364-25,Xiao Liu 0025,169/7444,Lingwei Chen,ALPHAPROG: Reinforcement Generation of Valid Programs for Compiler Fuzzing.,AAAI,12559-12565,2022,Conference and Workshop Papers,closed,conf/aaai/LiLCPW22,https://ojs.aaai.org/index.php/AAAI/article/view/21527,https://dblp.org/rec/conf/aaai/LiLCPW22,URL#305848,1,305848,245/3592,Rupesh Prajapati,54/2696,Dinghao Wu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182/7235,Shuyuan Li,241/2160-1,Huabin Liu 0001,132/8026,Rui Qian,TA2N: Two-Stage Action Alignment Network for Few-Shot Action Recognition.,AAAI,1404-1411,2022,Conference and Workshop Papers,closed,conf/aaai/LiLQLSFYL22,https://ojs.aaai.org/index.php/AAAI/article/view/20029,https://dblp.org/rec/conf/aaai/LiLQLSFYL22,URL#305849,1,305849,94/3591,Yuxi Li,36/4809,John See,157/2478,Mengjuan Fei,24/8009,Xiaoyuan Yu,42/6095,Weiyao Lin,,,,,,,,,,,,,,,,,,,,,,,,
254/1802,Qintong Li,77/8278,Piji Li,58/10440,Zhaochun Ren,Knowledge Bridging for Empathetic Dialogue Generation.,AAAI,10993-11001,2022,Conference and Workshop Papers,closed,conf/aaai/LiLRRC22,https://ojs.aaai.org/index.php/AAAI/article/view/21347,https://dblp.org/rec/conf/aaai/LiLRRC22,URL#305850,1,305850,168/4596,Pengjie Ren,88/1081,Zhumin Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254/8169,Yidi Li,29/5010-8,Hong Liu 0008,07/5751-5,Hao Tang 0005,Multi-Modal Perception Attention Network with Self-Supervised Learning for Audio-Visual Speaker Tracking.,AAAI,1456-1463,2022,Conference and Workshop Papers,closed,conf/aaai/LiLT22,https://ojs.aaai.org/index.php/AAAI/article/view/20035,https://dblp.org/rec/conf/aaai/LiLT22,URL#305851,1,305851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324/0513,Dezhuang Li,81/10112,Ruoqi Li,96/6702,Lijun Wang,You Only Infer Once: Cross-Modal Meta-Transfer for Referring Video Object Segmentation.,AAAI,1297-1305,2022,Conference and Workshop Papers,closed,conf/aaai/LiLW0QZLXL22,https://ojs.aaai.org/index.php/AAAI/article/view/20017,https://dblp.org/rec/conf/aaai/LiLW0QZLXL22,URL#305852,1,305852,47/6959-4,Yifan Wang 0004,09/287,Jinqing Qi,82/10609,Lu Zhang,52/5150,Ting Liu,194/7134,Qingquan Xu,64/6896,Huchuan Lu,,,,,,,,,,,,,,,,,,,,,,
229/7938,Shidi Li,66/8063,Miaomiao Liu,35/317,Christian Walder,EditVAE: Unsupervised Parts-Aware Controllable 3D Point Cloud Shape Generation.,AAAI,1386-1394,2022,Conference and Workshop Papers,closed,conf/aaai/LiLW22,https://ojs.aaai.org/index.php/AAAI/article/view/20027,https://dblp.org/rec/conf/aaai/LiLW22,URL#305853,1,305853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62/2655,Gang Li,40/1491,Xiang Li,00/8454,Yujie Wang,Knowledge Distillation for Object Detection via Rank Mimicking and Prediction-Guided Feature Imitation.,AAAI,1306-1313,2022,Conference and Workshop Papers,closed,conf/aaai/LiLWZWL22,https://ojs.aaai.org/index.php/AAAI/article/view/20018,https://dblp.org/rec/conf/aaai/LiLWZWL22,URL#305854,1,305854,34/3535,Shanshan Zhang,74/8429,Yichao Wu,29/8957,Ding Liang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313/5076,Pandeng Li,87/660,Yan Li,25/588,Hongtao Xie,Neighborhood-Adaptive Structure Augmented Metric Learning.,AAAI,1367-1375,2022,Conference and Workshop Papers,closed,conf/aaai/LiLXZ22,https://ojs.aaai.org/index.php/AAAI/article/view/20025,https://dblp.org/rec/conf/aaai/LiLXZ22,URL#305855,1,305855,97/8704-119,Lei Zhang 0119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170/0777,Wuyang Li,98/738,Xinyu Liu,163/0541,Xiwen Yao,SCAN: Cross Domain Object Detection with Semantic Conditioned Adaptation.,AAAI,1421-1428,2022,Conference and Workshop Papers,closed,conf/aaai/LiLYY22,https://ojs.aaai.org/index.php/AAAI/article/view/20031,https://dblp.org/rec/conf/aaai/LiLYY22,URL#305856,1,305856,36/9220,Yixuan Yuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186/8921,Mingxiao Li,m/MarieFrancineMoens,Marie-Francine Moens,,,Dynamic Key-Value Memory Enhanced Multi-Step Graph Reasoning for Knowledge-Based Visual Question Answering.,AAAI,10983-10992,2022,Conference and Workshop Papers,closed,conf/aaai/LiM22,https://ojs.aaai.org/index.php/AAAI/article/view/21346,https://dblp.org/rec/conf/aaai/LiM22,URL#305857,1,305857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51/4015,Zhuo Li,122/2626,Weiqing Min,285/5571,Jiajun Song,Rethinking the Optimization of Average Precision: Only Penalizing Negative Instances before Positive Ones Is Enough.,AAAI,1518-1526,2022,Conference and Workshop Papers,closed,conf/aaai/LiMSZKWWJ22,https://ojs.aaai.org/index.php/AAAI/article/view/20042,https://dblp.org/rec/conf/aaai/LiMSZKWWJ22,URL#305858,1,305858,158/6844,Yaohui Zhu,261/6770,Liping Kang,58/869,Xiaoming Wei,155/5599,Xiaolin Wei,90/3651,Shuqiang Jiang,,,,,,,,,,,,,,,,,,,,,,,,
238/4280,Heng-Yi Li,135/5047,Yabo Ni,182/7262,Anxiang Zeng,Prior-Guided Transfer Learning for Enhancing Item Representation in E-commerce.,AAAI,12387-12395,2022,Conference and Workshop Papers,closed,conf/aaai/LiNZYM22,https://ojs.aaai.org/index.php/AAAI/article/view/21504,https://dblp.org/rec/conf/aaai/LiNZYM22,URL#305859,1,305859,35/1096-1,Han Yu 0001,m/ChunyanMiao,Chunyan Miao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33/2805,Ang Li,p/JudeaPearl,Judea Pearl,,,Unit Selection with Causal Diagram.,AAAI,5765-5772,2022,Conference and Workshop Papers,closed,conf/aaai/LiP22,https://ojs.aaai.org/index.php/AAAI/article/view/20519,https://dblp.org/rec/conf/aaai/LiP22,URL#305860,1,305860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33/2805,Ang Li,p/JudeaPearl,Judea Pearl,,,Bounds on Causal Effects and Application to High Dimensional Data.,AAAI,5773-5780,2022,Conference and Workshop Papers,closed,conf/aaai/LiP22a,https://ojs.aaai.org/index.php/AAAI/article/view/20520,https://dblp.org/rec/conf/aaai/LiP22a,URL#305861,1,305861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205/3383,Yunqiang Li,150/4232,Silvia-Laura Pintea,25/3153,Jan C. van Gemert,Equal Bits: Enforcing Equally Distributed Binary Network Weights.,AAAI,1491-1499,2022,Conference and Workshop Papers,closed,conf/aaai/LiPG22,https://ojs.aaai.org/index.php/AAAI/article/view/20039,https://dblp.org/rec/conf/aaai/LiPG22,URL#305862,1,305862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182/2475,Jialian Li,211/8004,Tongzheng Ren,20/7834,Dong Yan,Policy Learning for Robust Markov Decision Process with a Mismatched Generative Model.,AAAI,7417-7425,2022,Conference and Workshop Papers,closed,conf/aaai/LiRYSZ22,https://ojs.aaai.org/index.php/AAAI/article/view/20705,https://dblp.org/rec/conf/aaai/LiRYSZ22,URL#305863,1,305863,26/5371-6,Hang Su 0006,50/2644-1,Jun Zhu 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209/9986,Zongyi Li,240/7215,Yuxuan Shi,47/5305,Hefei Ling,Reliability Exploration with Self-Ensemble Learning for Domain Adaptive Person Re-identification.,AAAI,1527-1535,2022,Conference and Workshop Papers,closed,conf/aaai/LiSLCWZ22,https://ojs.aaai.org/index.php/AAAI/article/view/20043,https://dblp.org/rec/conf/aaai/LiSLCWZ22,URL#305864,1,305864,15/6726,Jiazhong Chen,75/5723,Qian Wang,324/0707,Fengfan Zhou,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166/3118,Mengyang Li,320/4739,Fengguang Su,64/1258,Ou Wu,Logit Perturbation.,AAAI,1359-1366,2022,Conference and Workshop Papers,closed,conf/aaai/LiSW022,https://ojs.aaai.org/index.php/AAAI/article/view/20024,https://dblp.org/rec/conf/aaai/LiSW022,URL#305865,1,305865,86/1953-1,Ji Zhang 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50/3402-80,Bo Li 0080,51/609,Yifei Shen,249/2195,Yezhen Wang,Invariant Information Bottleneck for Domain Generalization.,AAAI,7399-7407,2022,Conference and Workshop Papers,closed,conf/aaai/LiSWZRLK022,https://ojs.aaai.org/index.php/AAAI/article/view/20703,https://dblp.org/rec/conf/aaai/LiSWZRLK022,URL#305866,1,305866,139/8660,Wenzhen Zhu,88/10807,Colorado Reed,254/0830-2,Dongsheng Li 0002,k/KurtKeutzer,Kurt Keutzer,03/3520-2,Han Zhao 0002,,,,,,,,,,,,,,,,,,,,,,,,
72/6658,Jianing Li,49/67-14,Xiao Wang 0014,z/LinZhu12,Lin Zhu 0012,Retinomorphic Object Detection in Asynchronous Visual Streams.,AAAI,1332-1340,2022,Conference and Workshop Papers,closed,conf/aaai/LiW000022,https://ojs.aaai.org/index.php/AAAI/article/view/20021,https://dblp.org/rec/conf/aaai/LiW000022,URL#305867,1,305867,23/6950-3,Jia Li 0003,h/TiejunHuang,Tiejun Huang 0001,86/5857,Yonghong Tian 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304/1278,Yu-Ke Li,59/8061,Pin Wang,76/9826,Lixiong Chen,ELMA: Energy-Based Learning for Multi-Agent Activity Forecasting.,AAAI,1482-1490,2022,Conference and Workshop Papers,closed,conf/aaai/LiWCWC22,https://ojs.aaai.org/index.php/AAAI/article/view/20038,https://dblp.org/rec/conf/aaai/LiWCWC22,URL#305868,1,305868,181/2834,Zheng Wang,88/3210,Ching-Yao Chan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40/1491,Xiang Li,142/2752,Jinglu Wang,66/2069,Xiao Li,Hybrid Instance-Aware Temporal Fusion for Online Video Instance Segmentation.,AAAI,1429-1437,2022,Conference and Workshop Papers,closed,conf/aaai/LiWL022,https://ojs.aaai.org/index.php/AAAI/article/view/20032,https://dblp.org/rec/conf/aaai/LiWL022,URL#305869,1,305869,15/4830-1,Yan Lu 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207/4317,Hengduo Li,150/8447,Zuxuan Wu,65/10572,Abhinav Shrivastava,Rethinking Pseudo Labels for Semi-supervised Object Detection.,AAAI,1314-1322,2022,Conference and Workshop Papers,closed,conf/aaai/LiWSD22,https://ojs.aaai.org/index.php/AAAI/article/view/20019,https://dblp.org/rec/conf/aaai/LiWSD22,URL#305870,1,305870,d/LarrySDavis,Larry S. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/1408,Dongxu Li,194/2985,Chenchen Xu,74/7037-9,Liu Liu 0009,Transcribing Natural Languages for the Deaf via Neural Editing Programs.,AAAI,11991-11999,2022,Conference and Workshop Papers,closed,conf/aaai/LiX0ZWPL22,https://ojs.aaai.org/index.php/AAAI/article/view/21457,https://dblp.org/rec/conf/aaai/LiX0ZWPL22,URL#305871,1,305871,158/9624,Yiran Zhong,66/4610,Rong Wang,18/5485,Lars Petersson,59/4859,Hongdong Li,,,,,,,,,,,,,,,,,,,,,,,,,,
99/3303,Bonan Li,48/8617,Pengfei Xiong,07/2808,Congying Han,Shrinking Temporal Attention in Transformers for Video Action Recognition.,AAAI,1263-1271,2022,Conference and Workshop Papers,closed,conf/aaai/LiXHG22,https://ojs.aaai.org/index.php/AAAI/article/view/20013,https://dblp.org/rec/conf/aaai/LiXHG22,URL#305872,1,305872,72/3324,Tiande Guo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41/5598,Yishi Li,279/1768,Kunran Xu,139/8663,Rui Lai,Towards an Effective Orthogonal Dictionary Convolution Strategy.,AAAI,1473-1481,2022,Conference and Workshop Papers,closed,conf/aaai/LiXL022,https://ojs.aaai.org/index.php/AAAI/article/view/20037,https://dblp.org/rec/conf/aaai/LiXL022,URL#305873,1,305873,70/3413-3,Lin Gu 0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87/660-52,Yan Li 0052,50/3262,Rui Xia,24/2238,Chunchen Liu,A Hybrid Causal Structure Learning Algorithm for Mixed-Type Data.,AAAI,7435-7443,2022,Conference and Workshop Papers,closed,conf/aaai/LiXL022a,https://ojs.aaai.org/index.php/AAAI/article/view/20707,https://dblp.org/rec/conf/aaai/LiXL022a,URL#305874,1,305874,18/5837-1,Liang Sun 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89/6764,Bin Li,79/1081,Fei Xia,298/8205,Yixuan Weng,PSG: Prompt-based Sequence Generation for Acronym Extraction.,SDU@AAAI,,2022,Conference and Workshop Papers,open,conf/aaai/LiXW0LH22,https://ceur-ws.org/Vol-3164/paper22.pdf,https://dblp.org/rec/conf/aaai/LiXW0LH22,URL#305875,1,305875,01/5401-1,Bin Sun 0001,19/1302,Shutao Li,298/0049,Xiusheng Huang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89/6764,Bin Li,79/1081,Fei Xia,298/8205,Yixuan Weng,SimCLAD: A Simple Framework for Contrastive Learning of Acronym Disambiguation.,SDU@AAAI,,2022,Conference and Workshop Papers,open,conf/aaai/LiXWH022,https://ceur-ws.org/Vol-3164/paper23.pdf,https://dblp.org/rec/conf/aaai/LiXWH022,URL#305876,1,305876,298/0049,Xiusheng Huang,01/5401-1,Bin Sun 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224/6352,Wendi Li,57/3385,Xiao Yang,127/2089,Weiqing Liu,DDG-DA: Data Distribution Generation for Predictable Concept Drift Adaptation.,AAAI,4092-4100,2022,Conference and Workshop Papers,closed,conf/aaai/LiYLX022,https://ojs.aaai.org/index.php/AAAI/article/view/20327,https://dblp.org/rec/conf/aaai/LiYLX022,URL#305877,1,305877,144/7737,Yingce Xia,09/851-2,Jiang Bian 0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312/9450,Siheng Li,49/1457,Cheng Yang,20/876,Tian Liang,Acronym Extraction with Hybrid Strategies.,SDU@AAAI,,2022,Conference and Workshop Papers,open,conf/aaai/LiYLZYY22,https://ceur-ws.org/Vol-3164/paper25.pdf,https://dblp.org/rec/conf/aaai/LiYLZYY22,URL#305878,1,305878,24/1030,Xinyu Zhu,260/1926,Chengze Yu,30/3847,Yujiu Yang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35/549,Shimin Li,192/1241-1,Hang Yan 0001,69/1395,Xipeng Qiu,Contrast and Generation Make BART a Good Dialogue Emotion Recognizer.,AAAI,11002-11010,2022,Conference and Workshop Papers,closed,conf/aaai/LiYQ22,https://ojs.aaai.org/index.php/AAAI/article/view/21348,https://dblp.org/rec/conf/aaai/LiYQ22,URL#305879,1,305879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182/8335,Fangqi Li,50/2484,Lei Yang,29/3890,Shilin Wang,Leveraging Multi-task Learning for Umambiguous and Flexible Deep Neural Network Watermarking.,SafeAI@AAAI,,2022,Conference and Workshop Papers,open,conf/aaai/LiYWL22,https://ceur-ws.org/Vol-3087/paper_5.pdf,https://dblp.org/rec/conf/aaai/LiYWL22,URL#305880,1,305880,76/2013,Alan Wee-Chung Liew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227/7238,Maosen Li,123/2397,Yanhua Yang,60/6310,Kun Wei,Learning Universal Adversarial Perturbation by Adversarial Example.,AAAI,1350-1358,2022,Conference and Workshop Papers,closed,conf/aaai/LiYWYH22,https://ojs.aaai.org/index.php/AAAI/article/view/20023,https://dblp.org/rec/conf/aaai/LiYWYH22,URL#305881,1,305881,63/1534-19,Xu Yang 0019,03/281,Heng Huang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257/1713,Shuangli Li,82/8538,Jingbo Zhou,70/6770-1,Tong Xu 0001,GeomGCL: Geometric Graph Contrastive Learning for Molecular Property Prediction.,AAAI,4541-4549,2022,Conference and Workshop Papers,closed,conf/aaai/LiZ0D022,https://ojs.aaai.org/index.php/AAAI/article/view/20377,https://dblp.org/rec/conf/aaai/LiZ0D022,URL#305882,1,305882,26/2854,Dejing Dou,x/HuiXiong,Hui Xiong 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272/3659,Zongzhao Li,19/10065,Xiangyu Zhu,55/112-1,Zhen Lei 0001,Deconfounding Physical Dynamics with Global Causal Relation and Confounder Transmission for Counterfactual Prediction.,AAAI,1536-1545,2022,Conference and Workshop Papers,closed,conf/aaai/LiZ0Z22,https://ojs.aaai.org/index.php/AAAI/article/view/20044,https://dblp.org/rec/conf/aaai/LiZ0Z22,URL#305883,1,305883,55/2285,Zhaoxiang Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/2692-24,Bing Li 0024,37/170-3,Cheng Zheng 0003,173/3571,Silvio Giancola,SCTN: Sparse Convolution-Transformer Network for Scene Flow Estimation.,AAAI,1254-1262,2022,Conference and Workshop Papers,closed,conf/aaai/LiZGG22,https://ojs.aaai.org/index.php/AAAI/article/view/20012,https://dblp.org/rec/conf/aaai/LiZGG22,URL#305884,1,305884,37/2516,Bernard Ghanem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51/3185,Wenbo Li,48/3927,Kun Zhou,87/3332,Lu Qi,Best-Buddy GANs for Highly Detailed Image Super-resolution.,AAAI,1412-1420,2022,Conference and Workshop Papers,closed,conf/aaai/LiZQLL22,https://ojs.aaai.org/index.php/AAAI/article/view/20030,https://dblp.org/rec/conf/aaai/LiZQLL22,URL#305885,1,305885,152/5445,Liying Lu,77/6697,Jiangbo Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254/4412,Qiyu Li,85/6150,Chunlai Zhou,77/333,Biao Qin,Local Differential Privacy for Belief Functions.,AAAI,10025-10033,2022,Conference and Workshop Papers,closed,conf/aaai/LiZQX22,https://ojs.aaai.org/index.php/AAAI/article/view/21241,https://dblp.org/rec/conf/aaai/LiZQX22,URL#305886,1,305886,72/51,Zhiqiang Xu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38/1577,Kunpeng Li,142/0095,Zizhao Zhang,187/8081,Guanhang Wu,Learning from Weakly-Labeled Web Videos via Exploring Sub-concepts.,AAAI,1341-1349,2022,Conference and Workshop Papers,closed,conf/aaai/LiZWXLL0P22,https://ojs.aaai.org/index.php/AAAI/article/view/20022,https://dblp.org/rec/conf/aaai/LiZWXLL0P22,URL#305887,1,305887,32/8938,Xuehan Xiong,04/656,Chen-Yu Lee,144/1417,Zhichao Lu,00/5815-1,Yun Fu 0001,14/8360,Tomas Pfister,,,,,,,,,,,,,,,,,,,,,,,,
24/5997,Zhimin Li,78/4683,Cheng Zou,57/2056,Yu Zhao,Improving Human-Object Interaction Detection via Phrase Learning and Label Composition.,AAAI,1509-1517,2022,Conference and Workshop Papers,closed,conf/aaai/LiZZLZ22,https://ojs.aaai.org/index.php/AAAI/article/view/20041,https://dblp.org/rec/conf/aaai/LiZZLZ22,URL#305888,1,305888,135/8082,Boxun Li,53/4506,Sheng Zhong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230/4069,Buyu Li,288/2485,Yongchi Zhao,324/0713,Shi Zhelun,DanceFormer: Music Conditioned 3D Dance Generation with Parametric Motion Transformer.,AAAI,1272-1279,2022,Conference and Workshop Papers,closed,conf/aaai/LiZZS22,https://ojs.aaai.org/index.php/AAAI/article/view/20014,https://dblp.org/rec/conf/aaai/LiZZS22,URL#305889,1,305889,132/1772,Lu Sheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/6696,Yi Liang,116/8682-1,Shuai Zhao 0001,05/2700-1,Bo Cheng 0001,Exploring Entity Interactions for Few-Shot Relation Learning (Student Abstract).,AAAI,13003-13004,2022,Conference and Workshop Papers,closed,conf/aaai/Liang00YY22,https://ojs.aaai.org/index.php/AAAI/article/view/21638,https://dblp.org/rec/conf/aaai/Liang00YY22,URL#305890,1,305890,297/8984,Yuwei Yin,54/4089-6,Hao Yang 0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310/1356,Junxiong Liang,154/3152,Pei An,62/5110,Jie Ma,Distribution Aware VoteNet for 3D Object Detection.,AAAI,1583-1591,2022,Conference and Workshop Papers,closed,conf/aaai/LiangAM22,https://ojs.aaai.org/index.php/AAAI/article/view/20049,https://dblp.org/rec/conf/aaai/LiangAM22,URL#305891,1,305891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274/1152,Weixuan Liang,45/6569,Xinwang Liu,150/4048,Sihang Zhou,Robust Graph-Based Multi-View Clustering.,AAAI,7462-7469,2022,Conference and Workshop Papers,closed,conf/aaai/LiangLZ0WZ22,https://ojs.aaai.org/index.php/AAAI/article/view/20710,https://dblp.org/rec/conf/aaai/LiangLZ0WZ22,URL#305892,1,305892,18/798-3,Jiyuan Liu 0003,51/8279,Siwei Wang,30/1307,En Zhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248/9332,Hanwen Liang,55/10614,Niamul Quader,215/3585,Zhixiang Chi,Self-Supervised Spatiotemporal Representation Learning by Exploiting Video Continuity.,AAAI,1564-1573,2022,Conference and Workshop Papers,closed,conf/aaai/LiangQCCDLW22,https://ojs.aaai.org/index.php/AAAI/article/view/20047,https://dblp.org/rec/conf/aaai/LiangQCCDLW22,URL#305893,1,305893,309/6203,Lizhe Chen,08/3547,Peng Dai,06/827,Juwei Lu,w/YangWang3,Yang Wang 0003,,,,,,,,,,,,,,,,,,,,,,,,,,
324/0566,Enming Liang,324/0547,Zicheng Su,324/0497,Chilin Fang,OAM: An Option-Action Reinforcement Learning Framework for Universal Multi-Intersection Control.,AAAI,4550-4558,2022,Conference and Workshop Papers,closed,conf/aaai/LiangSFZ22,https://ojs.aaai.org/index.php/AAAI/article/view/20378,https://dblp.org/rec/conf/aaai/LiangSFZ22,URL#305894,1,305894,231/5341,Renxin Zhong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226/6507,Xiwen Liang,239/4853,Fengda Zhu,67/4972-4,Yi Zhu 0004,Contrastive Instruction-Trajectory Learning for Vision-Language Navigation.,AAAI,1592-1600,2022,Conference and Workshop Papers,closed,conf/aaai/LiangZ0LWL22,https://ojs.aaai.org/index.php/AAAI/article/view/20050,https://dblp.org/rec/conf/aaai/LiangZ0LWL22,URL#305895,1,305895,225/5474,Bingqian Lin,06/1909,Bing Wang,136/0900,Xiaodan Liang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3072,Chao Liang,49/4941,Zhipeng Zhang,10/3434,Xue Zhou,"One More Check: Making ""Fake Background"" Be Tracked Again.",AAAI,1546-1554,2022,Conference and Workshop Papers,closed,conf/aaai/LiangZZLH22,https://ojs.aaai.org/index.php/AAAI/article/view/20045,https://dblp.org/rec/conf/aaai/LiangZZLH22,URL#305896,1,305896,13/2692-1,Bing Li 0001,41/6824,Weiming Hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256/9178,Jingxian Liao,35/7092-237,Wei Wang 0237,x/ChunJasonXue,Jason Xue,Combating Sampling Bias: A Self-Training Method in Credit Risk Models.,AAAI,12566-12572,2022,Conference and Workshop Papers,closed,conf/aaai/LiaoWXLHL22,https://ojs.aaai.org/index.php/AAAI/article/view/21528,https://dblp.org/rec/conf/aaai/LiaoWXLHL22,URL#305897,1,305897,324/1333,Anthony Lei,17/6400,Xue Han,15/5735,Kun Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287/4900,Qinghong Lin,20/3215-6,Xiaojun Chen 0006,45/47,Qin Zhang,Deep Unsupervised Hashing with Latent Semantic Components.,AAAI,7488-7496,2022,Conference and Workshop Papers,closed,conf/aaai/Lin0ZCZW22,https://ojs.aaai.org/index.php/AAAI/article/view/20713,https://dblp.org/rec/conf/aaai/Lin0ZCZW22,URL#305898,1,305898,236/3071,Shaotian Cai,124/3252,Wenzhe Zhao,91/330,Hongfa Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237/9802,Xiangru Lin,139/7105,Yuyang Chen,126/4457,Guanbin Li,A Causal Inference Look at Unsupervised Video Anomaly Detection.,AAAI,1620-1629,2022,Conference and Workshop Papers,closed,conf/aaai/LinCLY22,https://ojs.aaai.org/index.php/AAAI/article/view/20053,https://dblp.org/rec/conf/aaai/LinCLY22,URL#305899,1,305899,90/6896,Yizhou Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
